blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff,blue_mean_level,red_mean_level,diff_mean_level,blue_level7_count,red_level7_count,diff_level7_count,target
16142,14331,253,279,8,2,2,8,16,3,0,0,20,13,4,5,1,1,1,0,0,0,0,0,1811,-26,6,-6,13,0,7,-1,0,49.2,81.6,-32.4,3,4,-1,1
14456,15669,242,250,5,7,7,5,11,9,0,0,25,15,3,1,1,0,0,1,0,0,0,0,-1213,-8,-2,2,2,0,10,2,1,46.2,81.6,-35.4,4,5,-1,0
15078,13927,258,291,5,1,1,5,7,1,0,1,47,113,3,4,0,1,1,0,0,1,0,0,1151,-33,4,-4,6,0,-66,-1,-1,115,98.6,16.4,5,4,1,0
15978,15032,248,259,8,5,5,8,13,3,0,0,17,16,2,3,0,0,0,1,0,0,0,0,946,-11,3,-3,10,0,1,-1,0,23.4,25.2,-1.8,5,3,2,1
15127,13374,251,227,7,3,3,7,10,5,0,1,35,41,9,4,0,1,1,0,0,1,0,0,1753,24,4,-4,5,0,-6,5,-1,16.2,29,-12.8,3,4,-1,1
14710,15949,274,308,3,4,4,5,5,3,1,0,14,14,1,4,1,3,1,0,1,0,0,0,-1239,-34,-1,-1,2,0,0,-3,-2,34.2,34,0.2,3,3,0,0
16978,15447,239,227,11,8,8,11,10,12,1,0,203,14,0,3,2,0,0,1,1,0,0,0,1531,12,3,-3,-2,0,189,-3,2,110.4,12,98.4,4,4,0,1
15392,15794,227,243,8,8,8,8,13,10,1,0,16,33,1,2,0,1,1,0,1,0,0,0,-402,-16,0,0,3,0,-17,-1,-1,12.8,16,-3.2,4,4,0,1
16655,14831,260,263,9,4,4,9,6,4,0,0,51,21,3,3,1,0,1,0,0,0,0,0,1824,-3,5,-5,2,0,30,0,1,92.2,10,82.2,4,3,1,1
14724,12887,265,245,4,1,1,4,6,3,0,0,41,15,3,5,0,0,0,1,0,0,0,0,1837,20,3,-3,3,0,26,-2,0,21.4,23.8,-2.4,4,5,-1,1
14294,14527,248,294,4,2,2,4,6,4,0,1,40,17,4,6,0,0,1,0,0,1,0,0,-233,-46,2,-2,2,0,23,-2,0,139.6,19.2,120.4,5,4,1,0
14586,14547,253,285,4,3,3,4,5,2,0,0,28,13,2,10,0,1,1,0,0,0,0,0,39,-32,1,-1,3,0,15,-8,-1,31.8,99.4,-67.6,4,4,0,0
14735,15449,247,274,5,5,5,5,9,5,0,0,16,40,5,6,0,0,0,1,0,0,0,0,-714,-27,0,0,4,0,-24,-1,0,56.4,57.4,-1,5,5,0,0
12957,15938,220,280,2,6,6,2,4,3,0,0,18,23,3,6,0,2,0,1,0,0,0,0,-2981,-60,-4,4,1,0,-5,-3,-2,74,93,-19,5,4,1,0
14613,16852,238,251,4,10,11,4,7,12,0,1,13,17,0,1,2,1,1,0,0,1,0,0,-2239,-13,-6,7,-5,0,-4,-1,1,52,23,29,5,4,1,0
16208,13634,254,242,9,3,3,9,12,1,0,0,19,14,3,1,0,0,1,0,0,0,0,0,2574,12,6,-6,11,0,5,2,0,54.8,34.4,20.4,5,5,0,0
14674,15113,267,284,3,4,4,3,3,5,0,0,17,22,2,6,2,1,1,0,0,0,0,0,-439,-17,-1,1,-2,0,-5,-4,1,104.8,67.2,37.6,4,5,-1,0
17130,16424,258,235,9,10,10,9,7,9,0,0,17,15,2,0,0,1,0,1,0,0,0,0,706,23,-1,1,-2,0,2,2,-1,82.6,70.8,11.8,2,4,-2,1
15159,16508,257,240,5,9,9,6,4,12,0,1,12,12,3,1,0,1,0,1,0,1,0,0,-1349,17,-4,3,-8,0,0,2,-1,9.2,67.6,-58.4,4,5,-1,0
16262,16278,246,240,9,9,9,9,11,7,1,0,17,13,2,3,1,2,1,0,1,0,0,0,-16,6,0,0,4,0,4,-1,-1,21.8,6.4,15.4,2,2,0,0
14874,14010,289,292,3,0,0,3,4,0,0,0,16,16,3,1,0,0,1,0,0,0,0,0,864,-3,3,-3,4,0,0,2,0,49,29.8,19.2,4,5,-1,1
14149,15918,278,260,2,6,6,2,2,6,0,0,13,17,5,5,0,0,1,0,0,0,0,0,-1769,18,-4,4,-4,0,-4,0,0,18,38.6,-20.6,5,5,0,0
14880,16465,261,277,4,9,10,4,6,12,0,0,12,24,2,3,0,0,0,1,0,0,0,0,-1585,-16,-5,6,-6,0,-12,-1,0,36.8,56.4,-19.6,3,4,-1,0
13616,15608,240,269,2,7,7,2,4,2,0,1,34,17,5,4,0,1,0,1,0,1,0,0,-1992,-29,-5,5,2,0,17,1,-1,53,18.2,34.8,5,4,1,1
14480,17612,269,271,3,10,10,3,5,18,0,0,38,15,1,3,0,0,0,1,0,0,0,0,-3132,-2,-7,7,-13,0,23,-2,0,28.8,80.8,-52,3,3,0,0
16408,13967,279,251,7,3,3,7,8,4,0,0,21,17,2,2,1,0,1,0,0,0,0,0,2441,28,4,-4,4,0,4,0,1,75.8,128,-52.2,4,5,-1,1
14717,14995,276,267,4,5,5,4,1,5,0,1,12,18,3,1,0,0,1,0,0,1,0,0,-278,9,-1,1,-4,0,-6,2,0,40,32.6,7.4,3,3,0,1
13329,15084,249,262,2,6,6,2,1,5,1,0,13,14,3,1,1,0,0,1,1,0,0,0,-1755,-13,-4,4,-4,0,-1,2,1,57.6,67.2,-9.6,4,5,-1,0
15086,16892,236,224,7,10,10,7,7,15,0,0,12,19,1,5,0,0,1,0,0,0,0,0,-1806,12,-3,3,-8,0,-7,-4,0,26.2,19,7.2,3,4,-1,0
15490,16077,207,269,8,7,7,8,10,6,0,1,18,11,2,5,1,0,1,0,0,1,0,0,-587,-62,1,-1,4,0,7,-3,1,14.2,12.2,2,4,3,1,1
14952,15322,252,263,4,6,6,4,3,6,0,1,31,16,3,2,1,1,0,1,0,1,0,0,-370,-11,-2,2,-3,0,15,1,0,81.8,11,70.8,5,2,3,1
16764,13789,269,254,9,3,4,9,10,2,0,0,19,16,5,1,2,0,1,0,0,0,0,0,2975,15,6,-5,8,0,3,4,2,89.4,39,50.4,5,2,3,1
14469,15269,276,294,2,4,4,2,2,2,0,0,68,19,6,2,1,1,0,1,0,0,0,0,-800,-18,-2,2,0,0,49,4,0,46.6,15.8,30.8,4,5,-1,0
15223,17241,258,279,7,9,9,7,3,5,0,0,36,14,1,1,0,1,0,1,0,0,0,0,-2018,-21,-2,2,-2,0,22,0,-1,42.8,45.6,-2.8,4,4,0,0
15996,13023,302,262,6,1,1,6,6,1,0,1,65,14,1,1,0,0,1,0,0,1,0,0,2973,40,5,-5,5,0,51,0,0,23.8,68.2,-44.4,5,4,1,0
14377,15031,253,264,4,5,5,4,5,6,0,0,14,34,5,3,0,0,1,0,0,0,0,0,-654,-11,-1,1,-1,0,-20,2,0,32.4,21.6,10.8,3,5,-2,0
15367,14768,269,272,6,3,3,6,4,7,0,1,14,18,4,4,2,0,1,0,0,1,0,0,599,-3,3,-3,-3,0,-4,0,2,45.6,85.4,-39.8,5,4,1,1
15505,16203,263,255,6,6,6,6,8,8,1,0,12,29,3,2,0,1,1,0,1,0,0,0,-698,8,0,0,0,0,-17,1,-1,8.8,24.6,-15.8,4,5,-1,1
16600,17506,225,248,10,10,10,10,12,10,0,0,110,18,3,3,0,1,1,0,0,0,0,0,-906,-23,0,0,2,0,92,0,-1,76,51.8,24.2,4,2,2,0
15819,16754,255,278,6,7,7,6,6,7,0,0,16,216,1,5,0,3,0,1,0,0,0,0,-935,-23,-1,1,-1,0,-200,-4,-3,62.8,17.6,45.2,5,4,1,1
14513,15957,231,284,4,6,6,4,4,4,0,0,11,23,2,1,1,0,0,1,0,0,0,0,-1444,-53,-2,2,0,0,-12,1,1,60.6,20.6,40,4,4,0,0
16639,14871,266,254,8,5,5,8,11,4,0,0,20,11,1,3,1,1,0,1,0,0,0,0,1768,12,3,-3,7,0,9,-2,0,79,50,29,4,4,0,1
15476,14777,286,262,5,5,5,5,7,6,1,0,19,19,5,4,0,1,0,1,1,0,0,0,699,24,0,0,1,0,0,1,-1,51.6,15.6,36,4,2,2,1
14044,14481,227,246,5,4,4,5,2,7,0,0,12,15,1,3,0,3,1,0,0,0,0,0,-437,-19,1,-1,-5,0,-3,-2,-3,75.6,10.8,64.8,4,3,1,1
16303,17980,241,243,7,13,13,7,7,17,0,0,14,20,5,2,0,1,0,1,0,0,0,0,-1677,-2,-6,6,-10,0,-6,3,-1,112.6,125.8,-13.2,4,5,-1,0
13536,15932,254,270,2,7,7,2,3,3,1,0,17,15,3,2,0,0,0,1,1,0,0,0,-2396,-16,-5,5,0,0,2,1,0,15.6,22,-6.4,2,4,-2,1
17375,14593,264,256,9,4,4,9,12,6,0,0,19,13,4,4,4,0,0,1,0,0,0,0,2782,8,5,-5,6,0,6,0,4,20.2,21,-0.8,4,4,0,1
15770,14183,267,273,6,2,2,6,9,4,0,0,16,69,0,2,1,1,1,0,0,0,0,0,1587,-6,4,-4,5,0,-53,-2,0,89.8,20.2,69.6,5,4,1,1
14372,15467,262,267,3,6,6,3,2,9,0,0,38,17,2,5,0,0,0,1,0,0,0,0,-1095,-5,-3,3,-7,0,21,-3,0,45.4,13,32.4,4,3,1,1
15938,16856,204,251,10,9,9,10,11,12,0,0,18,14,2,5,0,0,1,0,0,0,0,0,-918,-47,1,-1,-1,0,4,-3,0,34.6,41.8,-7.2,3,4,-1,0
15101,14700,236,278,6,3,3,6,11,2,0,0,21,12,1,4,0,0,1,0,0,0,0,0,401,-42,3,-3,9,0,9,-3,0,86.4,45.2,41.2,4,5,-1,1
15196,14472,267,278,5,2,2,5,6,4,0,1,14,22,1,5,0,2,1,0,0,1,0,0,724,-11,3,-3,2,0,-8,-4,-2,63.6,86.2,-22.6,4,4,0,0
16277,14441,258,274,8,2,2,8,15,4,0,1,40,14,3,5,0,2,1,0,0,1,0,0,1836,-16,6,-6,11,0,26,-2,-2,22,32.2,-10.2,5,3,2,0
13258,15815,241,256,2,7,7,2,1,7,0,0,16,48,2,4,1,0,0,1,0,0,0,0,-2557,-15,-5,5,-6,0,-32,-2,1,44.6,14,30.6,5,5,0,0
14671,14859,247,262,5,5,5,5,7,3,0,0,39,19,2,4,0,0,0,1,0,0,0,0,-188,-15,0,0,4,0,20,-2,0,24.4,77,-52.6,4,3,1,1
15794,16238,238,261,7,7,7,7,9,11,0,1,17,55,4,5,1,3,1,0,0,1,0,0,-444,-23,0,0,-2,0,-38,-1,-2,47.4,8,39.4,3,3,0,0
13579,17429,224,296,3,9,9,3,5,5,1,0,40,16,4,2,0,2,0,1,1,0,0,0,-3850,-72,-6,6,0,0,24,2,-2,21.4,13.8,7.6,4,2,2,0
15321,15979,236,257,6,7,7,6,10,10,0,0,21,14,4,5,1,0,0,1,0,0,0,0,-658,-21,-1,1,0,0,7,-1,1,84,18.8,65.2,4,3,1,0
14767,15309,245,257,6,5,5,6,5,10,0,1,22,17,1,5,0,1,1,0,0,1,0,0,-542,-12,1,-1,-5,0,5,-4,-1,53,24.8,28.2,5,5,0,0
14380,18925,240,231,3,17,17,3,2,18,0,1,16,19,3,2,2,2,0,1,0,1,0,0,-4545,9,-14,14,-16,0,-3,1,0,20.8,94,-73.2,5,4,1,0
16299,14728,254,251,9,4,5,9,9,3,0,0,14,16,4,4,0,1,1,0,0,0,0,0,1571,3,5,-4,6,0,-2,0,-1,38,43,-5,5,4,1,1
14319,13368,266,249,3,2,2,3,2,2,0,1,16,14,3,3,0,0,1,0,0,1,0,0,951,17,1,-1,0,0,2,0,0,4.8,59.8,-55,2,4,-2,0
16543,15605,233,264,10,6,6,10,13,7,0,1,17,12,2,2,0,0,0,1,0,1,0,0,938,-31,4,-4,6,0,5,0,0,16.8,29.6,-12.8,4,3,1,0
14744,16691,256,244,5,10,10,5,3,6,0,1,17,19,4,4,0,1,0,1,0,1,0,0,-1947,12,-5,5,-3,0,-2,0,-1,8.2,56.2,-48,4,3,1,0
14597,14752,253,270,4,4,4,4,6,6,0,1,41,20,0,4,1,1,0,1,0,1,0,0,-155,-17,0,0,0,0,21,-4,0,26.2,10.6,15.6,4,4,0,0
2536,2525,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,19.6,10.4,9.2,3,4,-1,1
15454,14077,264,276,4,2,2,4,5,3,0,0,39,18,2,4,0,0,0,1,0,0,0,0,1377,-12,2,-2,2,0,21,-2,0,21,35.4,-14.4,4,5,-1,1
15454,16250,252,250,7,8,8,7,6,7,0,0,19,14,0,3,0,0,0,1,0,0,0,0,-796,2,-1,1,-1,0,5,-3,0,10.6,75.6,-65,4,5,-1,0
17784,13665,263,266,12,2,2,12,8,1,0,0,31,22,2,1,3,0,1,0,0,0,0,0,4119,-3,10,-10,7,0,9,1,3,29,77.4,-48.4,3,4,-1,1
15664,13433,266,276,6,1,1,6,7,1,0,1,15,13,3,2,0,0,0,1,0,1,0,0,2231,-10,5,-5,6,0,2,1,0,75.6,33.4,42.2,5,5,0,1
2572,2551,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,-1,0,0,16,26.8,-10.8,3,3,0,1
16300,18209,215,247,8,11,12,8,11,12,0,0,19,118,2,2,1,4,0,1,0,0,0,0,-1909,-32,-3,4,-1,0,-99,0,-3,8.2,37.4,-29.2,3,4,-1,0
14690,15178,234,265,5,5,5,5,7,4,1,0,34,15,3,4,0,1,0,1,1,0,0,0,-488,-31,0,0,3,0,19,-1,-1,5.4,76.6,-71.2,1,3,-2,0
15413,13998,286,251,5,3,3,5,6,3,0,0,62,18,3,6,0,0,0,1,0,0,0,0,1415,35,2,-2,3,0,44,-3,0,12.8,94.6,-81.8,4,5,-1,0
15231,15210,238,270,6,5,5,6,6,4,0,0,14,32,3,1,0,0,0,1,0,0,0,0,21,-32,1,-1,2,0,-18,2,0,12.6,65.6,-53,2,4,-2,0
16173,14353,271,267,6,3,3,6,7,2,0,0,19,14,6,7,0,0,0,1,0,0,0,0,1820,4,3,-3,5,0,5,-1,0,21.6,22.2,-0.6,3,4,-1,1
14622,16578,252,256,4,7,7,4,4,12,0,0,15,15,2,2,0,2,0,1,0,0,0,0,-1956,-4,-3,3,-8,0,0,0,-2,31.8,9.2,22.6,5,4,1,0
14210,14648,293,287,1,2,2,1,2,4,0,0,62,41,2,3,1,1,0,1,0,0,0,0,-438,6,-1,1,-2,0,21,-1,0,12.6,25.6,-13,2,3,-1,0
14450,15585,283,242,2,7,7,2,2,8,0,1,14,21,6,1,0,1,0,1,0,1,0,0,-1135,41,-5,5,-6,0,-7,5,-1,17,51.6,-34.6,4,5,-1,1
16658,14659,248,251,9,4,4,9,11,3,1,0,74,13,4,2,1,0,1,0,1,0,0,0,1999,-3,5,-5,8,0,61,2,1,10.4,13.4,-3,5,3,2,1
14867,15125,248,275,5,4,4,5,7,3,0,1,17,18,2,4,1,1,0,1,0,1,0,0,-258,-27,1,-1,4,0,-1,-2,0,27.4,22.4,5,4,5,-1,0
15929,16185,269,302,6,4,4,6,7,3,0,0,18,88,4,4,0,3,1,0,0,0,0,0,-256,-33,2,-2,4,0,-70,0,-3,28.8,8.2,20.6,4,2,2,0
15191,14537,255,268,5,3,3,5,7,3,1,0,15,16,0,2,1,2,1,0,1,0,0,0,654,-13,2,-2,4,0,-1,-2,-1,102.6,69.8,32.8,3,3,0,1
17695,16805,258,249,11,9,9,11,8,8,0,0,17,14,1,3,2,1,0,1,0,0,0,0,890,9,2,-2,0,0,3,-2,1,64,152.8,-88.8,3,5,-2,0
14896,14496,285,237,3,5,5,3,2,6,0,1,15,15,0,2,1,0,0,1,0,1,0,0,400,48,-2,2,-4,0,0,-2,1,94.8,97,-2.2,4,3,1,1
15800,18478,228,242,7,15,15,7,9,16,1,0,20,12,3,2,1,0,0,1,1,0,0,0,-2678,-14,-8,8,-7,0,8,1,1,45.8,19.4,26.4,5,4,1,0
16390,14613,259,239,8,4,4,8,12,10,0,0,17,15,0,3,0,0,1,0,0,0,0,0,1777,20,4,-4,2,0,2,-3,0,18.8,90.6,-71.8,4,3,1,1
15515,15317,263,285,6,4,4,6,9,7,0,0,21,16,5,3,0,1,1,0,0,0,0,0,198,-22,2,-2,2,0,5,2,-1,48.8,37.8,11,5,5,0,0
15816,14696,272,258,5,5,5,5,9,6,0,0,140,17,2,3,1,1,1,0,0,0,0,0,1120,14,0,0,3,0,123,-1,0,28.6,16.2,12.4,4,3,1,1
16933,14751,264,235,9,5,5,9,9,5,0,1,16,123,4,2,1,1,1,0,0,1,0,0,2182,29,4,-4,4,0,-107,2,0,16,5.2,10.8,5,1,4,1
14617,16529,269,285,4,8,8,4,1,10,0,0,32,271,2,1,1,1,0,1,0,0,0,0,-1912,-16,-4,4,-9,0,-239,1,0,120.4,60.8,59.6,5,3,2,0
15975,14254,291,262,5,3,3,5,7,3,0,1,17,44,8,2,0,0,1,0,0,1,0,0,1721,29,2,-2,4,0,-27,6,0,26.6,96.4,-69.8,3,4,-1,1
14155,16398,280,267,3,8,8,3,2,10,0,1,16,13,3,3,1,0,1,0,0,1,0,0,-2243,13,-5,5,-8,0,3,0,1,22.8,117.8,-95,5,5,0,0
16549,14174,270,286,7,2,2,7,8,2,0,0,12,13,4,2,0,0,1,0,0,0,0,0,2375,-16,5,-5,6,0,-1,2,0,168.6,19.8,148.8,5,5,0,1
15811,14071,245,276,7,2,2,7,9,3,0,0,18,15,2,1,0,0,1,0,0,0,0,0,1740,-31,5,-5,6,0,3,1,0,19.6,23.2,-3.6,4,4,0,0
15180,13959,284,269,4,2,2,4,6,1,0,1,40,14,1,1,1,1,1,0,0,1,0,0,1221,15,2,-2,5,0,26,0,0,63.6,16,47.6,3,4,-1,0
15004,14440,269,258,3,3,3,3,4,5,1,0,18,24,5,2,2,1,0,1,1,0,0,0,564,11,0,0,-1,0,-6,3,1,76,50.6,25.4,4,4,0,1
14505,15869,278,278,2,7,7,2,4,7,0,0,18,18,1,6,0,0,0,1,0,0,0,0,-1364,0,-5,5,-3,0,0,-5,0,17.6,69,-51.4,4,5,-1,0
14173,13756,246,241,2,3,3,2,4,1,0,0,15,26,3,4,3,0,0,1,0,0,0,0,417,5,-1,1,3,0,-11,-1,3,210.2,42,168.2,5,2,3,1
15422,16372,226,240,8,8,8,8,10,11,0,0,14,28,2,3,3,1,1,0,0,0,0,0,-950,-14,0,0,-1,0,-14,-1,2,93.4,28,65.4,4,3,1,1
15361,14938,270,278,6,4,4,6,7,5,0,0,17,12,6,5,0,0,1,0,0,0,0,0,423,-8,2,-2,2,0,5,1,0,68.8,69.2,-0.4,3,5,-2,0
14681,13859,264,265,4,2,2,4,4,2,0,0,19,18,4,3,0,0,1,0,0,0,0,0,822,-1,2,-2,2,0,1,1,0,132,13.2,118.8,4,3,1,1
2638,2598,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,-1,0,0,67.2,28.4,38.8,4,4,0,1
15096,14825,324,276,2,3,3,2,4,4,0,1,18,16,2,3,0,0,1,0,0,1,0,0,271,48,-1,1,0,0,2,-1,0,43.4,111.8,-68.4,5,4,1,0
15822,16611,235,261,8,8,8,8,10,8,0,0,16,14,1,3,0,1,1,0,0,0,0,0,-789,-26,0,0,2,0,2,-2,-1,28.6,10.8,17.8,5,2,3,1
16438,16300,277,276,8,7,7,8,13,9,0,0,18,18,2,2,0,1,1,0,0,0,0,0,138,1,1,-1,4,0,0,0,-1,19.2,66.8,-47.6,5,4,1,1
13508,15827,233,285,2,5,5,2,3,7,0,0,33,20,2,0,0,1,1,0,0,0,0,0,-2319,-52,-3,3,-4,0,13,2,-1,57.8,15,42.8,4,3,1,0
13357,15689,247,264,2,6,6,2,3,8,0,0,29,18,5,3,0,1,1,0,0,0,0,0,-2332,-17,-4,4,-5,0,11,2,-1,76.6,45.4,31.2,5,5,0,0
14738,14791,254,281,4,3,3,4,4,2,0,0,17,18,2,0,0,2,0,1,0,0,0,0,-53,-27,1,-1,2,0,-1,2,-2,10.4,12,-1.6,3,4,-1,1
16122,16913,246,252,8,9,9,8,9,5,0,0,18,16,3,4,2,3,1,0,0,0,0,0,-791,-6,-1,1,4,0,2,-1,-1,64,13.2,50.8,4,4,0,1
15226,15324,268,286,5,4,4,5,8,5,1,0,22,21,2,5,2,1,1,0,1,0,0,0,-98,-18,1,-1,3,0,1,-3,1,55.6,16.6,39,4,3,1,1
16115,14940,259,251,10,5,6,10,7,5,0,1,18,14,3,4,0,0,0,1,0,1,0,0,1175,8,5,-4,2,0,4,-1,0,14.6,25.2,-10.6,3,5,-2,1
15813,16299,235,246,8,10,10,8,8,6,0,0,19,14,4,3,3,0,1,0,0,0,0,0,-486,-11,-2,2,2,0,5,1,3,70,4.4,65.6,3,0,3,0
15753,16905,276,272,5,8,8,5,8,19,0,0,37,11,1,3,2,0,0,1,0,0,0,0,-1152,4,-3,3,-11,0,26,-2,2,25.6,14.4,11.2,4,3,1,1
16144,15881,266,264,8,7,7,8,6,7,0,0,16,17,3,5,0,0,0,1,0,0,0,0,263,2,1,-1,-1,0,-1,-2,0,13.2,54.4,-41.2,3,5,-2,0
14379,17104,266,294,4,9,9,4,3,10,0,0,16,27,5,3,0,1,0,1,0,0,0,0,-2725,-28,-5,5,-7,0,-11,2,-1,14.2,50.8,-36.6,5,4,1,1
17318,14682,263,231,10,5,5,11,8,5,0,0,17,51,0,3,1,0,0,1,0,0,0,0,2636,32,5,-6,3,0,-34,-3,1,69.4,120,-50.6,5,5,0,1
16190,14873,242,254,8,4,4,8,14,4,0,0,18,17,2,0,0,2,1,0,0,0,0,0,1317,-12,4,-4,10,0,1,2,-2,21.6,29.4,-7.8,5,4,1,0
13370,15292,261,291,1,4,4,1,1,5,0,1,13,16,4,2,0,0,0,1,0,1,0,0,-1922,-30,-3,3,-4,0,-3,2,0,17.2,18.2,-1,3,5,-2,0
13422,14974,278,262,0,4,4,0,0,4,0,1,16,41,3,3,1,1,0,1,0,1,0,0,-1552,16,-4,4,-4,0,-25,0,0,23.4,15.6,7.8,4,4,0,0
14779,13052,279,232,4,2,2,4,2,1,0,1,17,34,2,2,0,0,0,1,0,1,0,0,1727,47,2,-2,1,0,-17,0,0,7.8,118,-110.2,2,5,-3,1
15199,14817,292,295,4,3,3,4,5,3,0,1,16,14,0,2,1,0,1,0,0,1,0,0,382,-3,1,-1,2,0,2,-2,1,74.6,33.8,40.8,4,5,-1,0
14610,13297,220,255,6,2,2,6,7,0,0,0,19,33,6,4,0,1,0,1,0,0,0,0,1313,-35,4,-4,7,0,-14,2,-1,25.4,8.6,16.8,5,3,2,1
15546,15804,275,249,5,6,6,5,8,6,1,0,16,16,4,3,0,0,1,0,1,0,0,0,-258,26,-1,1,2,0,0,1,0,45.8,62,-16.2,4,5,-1,1
15798,13830,267,280,6,2,2,7,5,4,0,1,32,15,2,3,1,0,0,1,0,1,0,0,1968,-13,4,-5,1,0,17,-1,1,124,71.4,52.6,5,5,0,1
16447,15116,280,283,7,4,4,7,10,6,0,1,15,13,2,3,0,1,1,0,0,1,0,0,1331,-3,3,-3,4,0,2,-1,-1,66.6,53.6,13,3,3,0,1
14849,15032,243,271,5,5,5,5,5,4,0,0,32,18,4,1,0,0,0,1,0,0,0,0,-183,-28,0,0,1,0,14,3,0,50.2,61,-10.8,3,3,0,1
15918,13553,274,263,7,2,2,7,6,2,0,1,23,18,4,3,0,1,1,0,0,1,0,0,2365,11,5,-5,4,0,5,1,-1,33,16.6,16.4,4,4,0,1
14428,18210,245,284,4,13,13,4,2,10,1,0,104,17,3,5,0,2,0,1,1,0,0,0,-3782,-39,-9,9,-8,0,87,-2,-2,61.2,28.8,32.4,4,3,1,0
14340,14042,237,247,5,3,3,5,7,3,1,0,14,13,1,1,0,1,1,0,1,0,0,0,298,-10,2,-2,4,0,1,0,-1,18,26,-8,5,4,1,0
16376,16320,194,247,10,8,8,10,13,10,0,0,35,19,5,3,1,2,1,0,0,0,0,0,56,-53,2,-2,3,0,16,2,-1,72.6,28.6,44,5,3,2,1
15405,17064,248,254,6,9,9,6,9,10,0,1,41,15,2,9,1,1,0,1,0,1,0,0,-1659,-6,-3,3,-1,0,26,-7,0,23.2,112.4,-89.2,2,4,-2,0
16728,15398,268,265,9,5,5,9,7,4,0,1,17,15,5,3,1,2,0,1,0,1,0,0,1330,3,4,-4,3,0,2,2,-1,23,31,-8,4,4,0,0
13798,14363,277,296,2,2,2,2,2,4,0,1,15,22,5,4,0,0,1,0,0,1,0,0,-565,-19,0,0,-2,0,-7,1,0,24.6,27.2,-2.6,2,4,-2,1
15458,15144,267,230,6,6,6,6,9,9,1,0,116,18,4,1,1,0,1,0,1,0,0,0,314,37,0,0,0,0,98,3,1,16.2,60.2,-44,4,4,0,0
15553,13881,300,269,4,2,2,4,4,0,0,1,14,15,2,1,2,0,1,0,0,1,0,0,1672,31,2,-2,4,0,-1,1,2,23,13.8,9.2,3,4,-1,1
17305,12833,285,238,9,1,1,9,13,2,0,0,16,17,3,4,2,0,1,0,0,0,0,0,4472,47,8,-8,11,0,-1,-1,2,22.8,23.6,-0.8,4,4,0,1
18188,14609,241,246,14,4,4,14,18,6,1,0,17,17,3,1,2,0,1,0,1,0,0,0,3579,-5,10,-10,12,0,0,2,2,29,14.4,14.6,3,3,0,1
14042,17306,238,283,4,9,9,4,3,9,0,0,18,17,4,2,0,1,0,1,0,0,0,0,-3264,-45,-5,5,-6,0,1,2,-1,46,33.2,12.8,4,4,0,1
16072,14426,242,244,8,4,4,8,14,6,0,0,21,18,1,2,0,0,1,0,0,0,0,0,1646,-2,4,-4,8,0,3,-1,0,25.8,93.4,-67.6,5,5,0,1
17563,14607,256,288,10,1,1,10,15,1,1,0,19,14,3,4,1,1,1,0,1,0,0,0,2956,-32,9,-9,14,0,5,-1,0,30.2,11.4,18.8,4,4,0,1
15266,14647,298,297,4,1,1,4,8,1,0,0,14,36,2,6,1,3,0,1,0,0,0,0,619,1,3,-3,7,0,-22,-4,-2,104.6,30.2,74.4,4,5,-1,1
15492,16161,243,248,6,9,9,6,9,13,0,0,27,18,3,2,1,0,1,0,0,0,0,0,-669,-5,-3,3,-4,0,9,1,1,27.8,41.8,-14,5,4,1,1
13807,14888,260,280,2,4,4,2,3,4,0,0,16,95,4,1,0,1,0,1,0,0,0,0,-1081,-20,-2,2,-1,0,-79,3,-1,77.4,11.8,65.6,5,2,3,0
15917,13814,283,274,7,2,2,7,5,2,0,0,16,14,3,5,0,0,1,0,0,0,0,0,2103,9,5,-5,3,0,2,-2,0,40.8,151.4,-110.6,4,5,-1,1
15574,14056,273,273,5,2,2,5,9,3,0,1,17,16,2,1,1,0,0,1,0,1,0,0,1518,0,3,-3,6,0,1,1,1,15.4,22.8,-7.4,3,4,-1,1
16430,15157,281,278,7,4,4,7,9,5,0,0,21,16,2,4,0,0,1,0,0,0,0,0,1273,3,3,-3,4,0,5,-2,0,28.4,30.8,-2.4,5,5,0,1
17015,13625,277,221,10,3,3,10,7,3,0,0,23,11,5,1,2,2,1,0,0,0,0,0,3390,56,7,-7,4,0,12,4,0,38,98.2,-60.2,1,4,-3,0
15470,14630,296,289,4,2,2,4,7,2,0,0,21,16,3,6,0,0,1,0,0,0,0,0,840,7,2,-2,5,0,5,-3,0,78.8,72.2,6.6,4,4,0,0
