assist_diff,cs_diff,diff_level7_count,diff_mean_level,firstBlood_diff,firstDragon_diff,gold_diff,kill_diff,towerplates_diff,wards_killed_diff,wards_placed_diff,target
-3,14,1,13.4,-1,1,415,2,0,1,-3,0
8,-14,3,19.4,-1,1,321,1,-3,-5,14,0
14,9,1,-22.8,1,-1,4300,7,3,-3,4,1
6,-6,2,25.4,1,-1,1476,3,0,0,106,1
5,13,2,80.0,1,1,1842,3,0,1,5,1
2,40,1,82.8,1,0,3170,6,1,5,-8,1
1,-19,0,9.4,1,0,31,2,0,1,4,1
-3,-7,1,4.2,1,1,-426,0,1,-2,-99,0
2,-10,2,-17.2,1,0,619,4,0,-3,94,1
1,-16,-1,-16.0,-1,-1,-375,-1,0,-1,4,0
2,32,1,-4.4,1,0,2680,4,-1,-4,5,1
10,-17,-1,-43.8,1,1,1904,6,0,2,-3,0
2,-16,1,24.4,-1,0,53,1,0,0,24,1
-3,15,-2,-77.2,-1,0,-340,-2,-1,2,-20,1
-5,-17,1,22.8,-1,-1,-1634,-4,-1,0,-2,1
0,10,1,7.2,-1,0,169,0,0,1,-10,1
3,17,1,16.0,1,-1,879,1,0,0,2,1
-1,-22,2,34.4,-1,1,-460,0,0,3,3,1
-3,-40,-2,-6.8,-1,-1,-947,0,-2,-1,6,0
4,-17,-1,-46.4,-1,0,-96,0,-3,5,-14,0
5,24,-1,-51.6,1,1,1517,4,3,2,11,1
0,15,3,23.4,1,1,1819,5,0,2,-6,1
-1,20,1,38.0,1,-1,115,0,0,0,11,0
-2,46,-2,-123.2,1,0,2012,4,-1,-1,-12,1
3,-35,-1,3.2,1,0,-369,1,-1,5,1,1
9,-11,-2,-7.2,1,1,3124,8,2,1,4,1
2,12,-1,21.0,1,0,1131,2,1,-3,-128,1
-4,-31,1,34.4,1,0,-127,1,2,-1,12,0
-13,-2,0,14.0,-1,0,-2962,-7,-1,0,5,0
0,15,1,19.2,-1,0,365,-1,1,0,1,0
-1,-25,0,6.8,1,0,-135,0,0,0,-26,0
7,-23,-1,-7.4,1,0,881,5,0,-2,22,0
2,-36,-1,-4.2,1,0,-374,0,0,3,-2,0
8,35,-2,-4.4,1,0,3673,6,1,3,1,1
1,-20,-3,-14.4,-1,-1,-1110,-2,-4,3,20,0
-2,-7,0,-24.0,1,-1,-553,-2,0,2,-1,0
-1,6,0,27.4,1,-1,313,0,0,0,-3,1
-6,-23,0,-4.4,1,0,-4020,-7,-1,-1,-4,0
-3,-13,-2,-83.6,-1,0,-1019,-1,0,-1,-9,0
0,45,0,8.4,1,0,1476,1,1,1,18,1
-2,22,-1,-88.4,1,-1,301,1,2,-2,9,1
-4,-22,-1,-0.4,-1,-1,-1762,-3,-1,-2,-2,0
5,42,1,12.4,1,0,2398,4,1,0,-12,1
-8,-12,-1,-15.8,-1,0,-2502,-4,-1,-2,72,0
-2,-32,0,-1.0,-1,0,-2192,-2,0,12,80,0
-2,-28,-2,-14.6,1,0,-1577,-2,0,3,-22,0
0,-46,-1,9.2,1,0,343,2,1,-2,-195,1
-2,29,1,40.0,-1,-1,145,-1,-1,0,4,0
-3,25,-1,1.0,1,0,-561,0,0,1,142,0
-3,-9,0,-17.0,-1,0,-1555,-5,1,2,-39,0
0,5,0,43.4,1,-1,86,0,0,-1,-49,1
-3,0,0,62.6,1,0,360,2,0,5,21,1
3,-33,2,36.0,-1,1,352,1,-1,0,-16,1
-1,-4,-1,-18.0,1,0,94,1,0,-3,-3,0
7,-11,0,3.0,1,1,1677,6,1,-4,12,1
8,-10,-1,46.8,-1,0,1105,2,-2,1,-16,1
13,19,1,53.0,1,0,3685,8,0,1,10,0
0,-33,-1,-43.6,-1,0,-1117,-2,-1,-4,2,0
-1,-32,0,10.4,1,0,-1641,-2,-2,-4,-26,0
15,25,0,38.8,-1,-1,3109,6,1,1,5,1
10,-26,1,-88.8,-1,0,1186,4,-2,0,-21,1
-9,28,-2,3.0,-1,0,-1389,-5,0,2,-4,1
-10,-25,-2,24.8,-1,-1,-3641,-6,-1,-6,21,0
-1,32,0,-17.8,-1,0,912,1,1,0,6,0
-5,-38,0,-37.4,1,-1,-4339,-7,-3,2,0,0
7,-22,2,-23.0,1,-1,921,4,-2,4,-2,0
2,-27,-2,-147.4,1,-1,228,2,-2,-2,6,1
-6,36,1,152.0,1,1,1191,3,1,1,5,1
0,12,0,-81.2,-1,-1,117,0,0,-3,1,0
6,-40,2,47.4,1,0,378,2,0,-5,-3,0
1,12,0,-43.8,1,1,643,1,0,-1,2,0
2,11,0,16.0,1,0,1901,4,2,0,0,1
0,29,0,-10.0,1,0,1327,1,2,-1,93,1
-5,0,-1,-12.0,-1,0,-1111,-3,0,-1,1,0
3,-26,-1,30.8,-1,0,508,1,0,-3,-147,1
5,-24,0,-13.4,-1,-1,1057,3,0,0,0,1
-6,-34,1,7.6,-1,0,-1600,-2,0,-2,7,0
5,-1,-1,13.0,1,1,1702,6,0,1,-2,1
-10,32,0,55.2,-1,0,-3170,-7,0,-2,-37,0
-1,17,0,6.0,1,1,-103,0,0,-1,-2,0
-11,-33,2,4.4,-1,-1,-3909,-7,0,-4,0,1
-1,-24,0,4.0,1,-1,-361,0,1,1,2,0
9,-1,0,-13.8,-1,0,2093,3,0,1,6,1
-1,32,4,177.0,-1,0,515,-1,1,2,1,0
2,22,2,50.4,1,0,1633,3,2,0,4,1
-9,16,-1,-3.6,-1,0,-17,-1,0,-1,-5,0
1,-48,0,47.6,-1,1,-1094,-1,-3,4,-7,1
-3,18,-1,3.6,1,-1,-188,-1,0,1,1,1
2,-39,-2,11.8,-1,0,-93,-1,-2,-1,-87,0
3,73,-1,-24.0,-1,-1,2968,3,1,4,1,1
1,-30,0,60.2,1,1,-850,-2,0,2,21,0
-8,-61,0,-25.6,1,0,-3768,-4,-1,-3,-88,0
2,3,-1,29.4,1,-1,1539,4,0,2,4,1
-11,-33,0,-25.4,-1,-1,-2314,-6,0,-1,16,0
1,8,-1,52.8,-1,0,970,1,1,1,0,1
-2,34,0,-8.8,-1,0,207,0,1,2,98,0
-1,-4,1,3.8,1,0,844,3,0,0,-4,0
0,12,0,45.2,-1,0,-815,-4,2,-1,16,1
2,-4,1,86.2,1,0,764,2,-1,-1,1,0
-4,-21,-3,35.4,-1,0,-773,0,-1,0,-17,0
4,-46,0,-2.6,1,0,-1993,-2,-1,0,1,0
-3,-10,1,17.6,1,0,-1488,-2,0,-1,-99,1
-1,-17,0,10.2,-1,0,-91,0,0,-4,10,0
1,-7,-1,-8.0,-1,1,-601,-1,-1,3,-4,0
1,17,0,99.2,1,1,232,-1,1,5,-19,0
8,48,0,5.0,1,1,2203,3,0,2,-9,1
-6,-15,1,9.8,-1,0,-1593,-3,0,2,-1,0
-8,-17,0,34.0,-1,0,-1595,-3,-1,0,191,0
-1,-18,-2,-18.8,1,1,765,3,1,1,0,1
-2,-24,3,1.4,-1,1,-811,-1,-1,-9,3,1
0,20,2,-8.6,-1,-1,142,1,0,-4,1,0
-7,-50,-1,-15.6,-1,-1,-4823,-12,-1,-3,-2,0
-3,23,-1,-34.2,-1,0,-103,-2,1,-2,-15,0
2,40,1,29.6,1,0,1605,4,2,-4,-6,0
-5,-5,-1,16.6,-1,1,-2131,-3,-1,3,17,1
-1,-8,2,12.8,1,0,-225,-1,1,-3,-27,1
3,-13,2,37.0,1,-1,837,2,-1,3,-39,1
-1,9,1,-13.4,1,0,-163,-1,1,-1,-24,0
-3,-15,-1,-10.0,-1,0,132,1,0,-4,5,0
0,-23,-3,-26.8,-1,-1,-189,1,0,-1,1,0
-3,0,-1,-10.0,1,0,-419,0,-2,4,-5,0
1,10,-2,26.6,1,-1,1914,5,0,-1,-1,1
-2,1,0,13.2,-1,1,-553,-2,0,0,-2,0
7,40,1,-13.0,-1,0,1927,4,2,4,2,1
2,-23,-2,25.4,1,0,-564,-1,0,0,10,0
-1,-17,1,3.8,1,0,-300,-1,0,1,6,1
-3,19,0,-6.4,1,0,-984,-3,0,-3,-2,0
7,29,0,-4.6,1,0,2636,4,0,3,-4,1
3,-14,-1,3.4,-1,0,728,1,2,7,-1,0
2,9,-1,43.6,-1,0,679,1,1,-3,6,1
5,-23,2,100.6,-1,1,127,1,-1,2,-5,1
3,16,2,14.2,1,0,1863,3,0,-2,-1,1
2,-34,1,61.0,1,0,-1821,-3,-1,-1,-3,0
13,-5,3,98.2,-1,-1,3069,8,0,-1,-1,1
-1,-45,1,25.0,-1,-1,-708,-1,1,-2,3,1
-2,12,0,37.2,-1,-1,-579,-3,1,2,-10,1
4,-22,0,9.8,-1,0,966,2,-2,-1,-24,1
5,-17,3,145.8,1,-1,1295,3,1,0,0,1
-3,-15,1,-73.0,-1,0,443,2,-1,-2,0,0
1,8,1,-2.2,1,0,251,1,-1,2,-9,1
3,15,-1,-1.0,-1,-1,1175,3,0,2,-1,1
1,0,2,5.2,1,0,774,1,1,0,-55,1
1,11,-3,-31.4,1,1,1675,4,2,-1,-18,1
-5,26,1,-49.4,-1,1,-1233,-4,0,1,-2,1
1,-23,0,-85.6,-1,-1,-278,1,0,-3,0,1
-10,19,1,4.0,-1,0,-3175,-8,0,3,-4,0
-4,-16,0,24.8,-1,-1,-1184,-2,1,2,20,1
-1,20,0,-1.6,-1,-1,136,-1,1,-1,-52,0
2,52,0,-3.4,-1,1,968,0,0,5,-22,1
2,51,-1,-22.8,1,0,2021,3,-1,0,0,1
5,5,0,20.2,1,0,2449,5,0,-1,-5,1
-6,-53,0,-8.6,-1,0,-3745,-5,-1,-4,-1,0
10,-40,-2,80.2,1,0,744,5,0,0,1,1
2,-33,0,0.4,1,1,81,2,0,3,92,1
-5,4,2,-22.0,-1,0,-1165,-4,0,0,-2,1
0,-1,1,14.0,0,0,-21,0,0,0,-1,0
-8,25,3,48.0,1,0,-811,-3,2,-3,-10,0
6,2,1,-120.2,1,0,1740,5,1,-2,-3,1
0,13,0,44.4,1,-1,634,2,0,-2,0,1
-1,18,-1,-46.2,-1,0,-1857,-5,-1,1,-19,1
6,16,-1,-4.0,1,-1,2091,5,0,1,-2,1
-5,-15,-1,50.2,-1,0,-2598,-4,-1,-1,-4,0
5,19,0,-36.8,1,1,1910,3,-1,1,10,1
-8,-60,-1,-50.6,-1,0,-3719,-7,-1,-2,-108,0
0,17,2,-61.4,-1,0,187,0,0,0,-1,0
1,-41,-2,-48.4,-1,0,-1029,0,-1,1,-3,0
0,7,0,-4.2,-1,1,-621,-3,-1,4,1,0
4,-16,0,67.4,-1,0,831,3,1,-1,-4,1
7,20,1,46.6,1,0,3492,7,1,4,-20,1
-4,-25,1,-44.8,1,-1,-251,0,0,2,-3,1
-1,-17,-1,-1.2,1,1,-311,0,1,1,18,0
-4,6,-1,-3.0,-1,0,-2554,-7,0,-1,-6,0
1,65,-1,-15.2,1,0,3536,4,4,4,-16,1
7,-19,1,16.0,1,-1,646,3,1,1,3,0
-5,8,1,-2.6,-1,-1,-1227,-3,0,1,-20,0
6,0,2,22.0,-1,1,1438,2,2,1,-5,0
1,7,1,7.0,1,1,27,1,-2,1,-20,0
0,50,-1,-57.4,-1,0,1573,1,1,-1,-2,1
3,-12,-1,-3.0,-1,1,-21,1,-1,-1,-18,0
-9,44,-3,-8.4,1,0,-844,-3,1,3,21,1
2,-5,0,5.6,-1,0,829,2,1,-3,0,1
-2,15,1,68.8,-1,-1,225,0,1,1,-4,0
-12,-11,-2,0.4,-1,0,-4137,-9,0,-3,-22,0
-13,30,1,-18.2,1,-1,-820,-4,1,0,-3,0
-6,23,3,44.8,-1,-1,-457,-2,0,-1,-2,0
-1,-4,1,2.4,-1,0,873,1,0,-4,3,0
3,7,0,-1.4,1,0,846,2,-1,-2,18,1
2,-5,2,-0.2,1,1,-217,0,-2,-2,22,1
3,-19,0,-40.8,1,0,-35,2,-1,0,-2,0
-8,16,0,-37.6,1,0,-1630,-4,0,-2,-10,0
-1,-10,0,-19.4,-1,0,826,0,1,1,-6,1
-13,-59,-1,-5.8,-1,-1,-5105,-11,-1,1,-5,0
-2,14,1,-0.4,-1,-1,-245,-1,0,0,-19,0
-5,18,0,20.8,-1,-1,692,-1,0,-3,4,1
-3,26,-3,-80.4,-1,-1,-763,-3,-2,-2,11,1
5,10,-1,41.2,1,0,2533,6,1,4,-4,1
5,21,0,-33.4,-1,1,439,0,1,-2,19,1
1,-3,1,51.6,1,-1,1245,4,0,-1,-3,1
2,-4,1,-23.8,-1,-1,1174,3,1,-2,-2,0
12,11,1,-35.8,1,-1,3278,7,0,2,4,1
1,-36,0,-80.6,-1,1,-909,-1,-3,0,-1,0
2,2,0,45.2,1,-1,901,3,0,0,6,0
0,-40,3,-11.0,1,0,-1391,-1,-3,3,6,0
3,4,2,20.6,-1,0,-986,-2,-1,-5,0,1
-5,19,1,-112.6,1,0,-87,0,0,2,-5,1
4,32,0,34.6,-1,0,3672,7,3,0,3,1
-6,17,0,13.8,-1,0,-960,-4,0,-2,-19,1
-9,42,-1,-145.2,1,0,-452,-1,0,1,54,1
-2,-45,-1,39.2,1,0,-2369,-3,-1,3,-10,1
0,-8,0,-20.8,-1,-1,-1106,-3,1,-1,-1,0
-2,-15,1,44.0,-1,-1,-1147,-2,-1,2,2,1
2,34,1,-47.2,1,0,-75,-2,0,-3,-1,0
1,-17,-1,18.8,1,0,472,3,-1,0,-26,1
-1,-12,2,50.6,1,0,174,2,0,-1,-1,1
-6,13,-1,59.0,-1,-1,-1519,-4,-2,-1,-18,0
10,19,2,-14.8,1,0,1844,6,0,1,1,1
6,-15,-2,-40.2,1,-1,1926,3,1,-1,-5,0
-1,6,4,8.2,1,0,-222,1,-1,2,1,1
6,-18,1,34.0,-1,0,512,1,-2,-2,4,1
-13,4,1,-46.6,-1,0,-4211,-10,0,-2,-2,0
-1,17,0,12.0,-1,-1,-162,-1,-1,-2,1,1
-3,-11,-1,-37.6,-1,-1,-1065,-2,0,-3,-6,1
-1,17,0,-64.2,-1,0,-184,-1,0,1,16,1
0,16,1,89.2,-1,0,647,1,-1,1,-3,1
5,4,-1,1.8,1,0,1528,3,1,9,-16,1
-21,-8,-1,-10.2,-1,0,-5655,-15,-2,-4,-12,0
5,32,2,-51.0,1,0,2529,5,1,1,-51,1
2,5,-1,-91.8,1,1,846,2,-1,-4,-2,1
1,3,0,-74.2,-1,-1,-203,-1,-2,-1,0,0
7,44,0,-23.4,1,0,4233,9,1,2,2,1
1,-21,0,-20.4,1,0,-405,0,0,0,-18,1
2,24,-2,68.2,1,0,1985,4,0,2,7,1
4,11,-2,-36.8,1,-1,748,2,-1,-1,4,0
-8,24,1,-75.4,-1,0,-2163,-7,0,3,6,0
-10,14,3,-22.2,-1,0,-2534,-5,-1,-1,-93,0
4,21,-1,-9.6,1,1,1036,1,1,-1,42,1
4,-4,2,-17.6,1,-1,2066,3,0,-1,13,1
3,-7,0,-13.4,1,0,257,2,-1,1,-16,1
1,-14,1,59.6,1,1,-266,0,0,1,-4,1
3,55,-2,31.6,1,0,3708,6,2,1,0,1
-1,-32,1,5.2,1,-1,-1024,-1,0,0,-1,0
-2,-7,-2,-3.2,1,0,-1395,-2,0,2,-24,0
2,-43,0,-5.2,-1,0,-1456,-2,0,-1,-2,0
-4,-31,0,26.2,1,1,-2434,-4,-2,-6,25,0
6,28,0,-7.4,-1,0,1776,3,0,2,0,1
5,54,-1,-25.0,1,-1,3935,5,1,-6,1,1
3,-9,4,43.6,1,1,1366,4,1,1,-16,1
4,25,1,85.2,1,-1,3459,5,4,2,7,1
-1,-5,-2,20.4,-1,-1,428,0,0,-1,-2,0
9,47,-1,5.6,1,-1,3917,7,0,1,2,1
-3,51,0,36.8,-1,-1,-89,-3,1,-2,22,1
-4,-2,0,-4.2,-1,0,-145,-3,3,-4,-20,0
7,-10,0,95.2,1,0,2232,5,1,-1,-3,1
-5,20,0,-51.4,1,0,-463,-3,0,0,-5,0
-1,-35,-1,2.0,1,0,-775,0,0,-2,0,0
8,13,-1,-33.2,1,1,1827,5,0,0,1,1
-3,6,-2,-7.6,-1,1,-187,-1,-1,-2,-5,0
-5,1,-2,-1.8,-1,0,-1786,-4,0,2,-4,0
2,0,1,109.0,1,1,-554,-1,-1,-1,-3,1
0,11,0,-8.8,1,0,546,1,-1,1,28,1
4,6,1,25.6,1,1,1309,4,0,0,7,1
11,32,0,32.2,-1,-1,3338,3,0,2,20,1
0,5,-1,7.0,1,1,641,2,0,1,-1,0
3,12,0,38.2,-1,-1,498,1,0,1,-1,0
1,8,2,-67.0,-1,0,1558,4,-2,0,32,1
10,-9,0,41.8,1,0,2020,5,-1,-3,4,1
-1,13,0,31.6,1,0,-764,-1,1,-1,-4,0
-6,27,2,12.6,-1,0,1801,3,-1,-3,6,1
8,-5,-2,22.0,-1,0,937,4,-1,0,2,0
-2,-29,0,4.4,1,0,-2434,-4,-1,2,30,0
-5,-2,0,-7.8,-1,0,-959,-3,0,-2,1,0
-4,-4,2,-46.4,-1,0,-1429,-3,1,0,83,0
-4,31,-2,2.8,-1,0,215,0,-1,0,-109,0
9,-2,-1,-7.0,1,-1,2690,6,0,2,0,0
0,-14,-2,-70.0,-1,0,-790,-2,-1,1,-8,0
3,46,-1,-21.6,1,0,1239,0,-1,6,-3,1
3,21,2,30.6,-1,0,1541,2,1,0,-3,1
-2,5,0,4.6,-1,0,123,1,1,0,-2,0
-4,45,0,-25.4,-1,0,-403,-4,0,-1,-3,0
4,-50,-2,-12.8,-1,0,-1325,-2,-1,-1,2,0
5,34,-1,-38.0,1,0,2480,4,0,2,-5,1
1,15,-1,-38.4,1,0,1128,1,0,-2,-102,1
5,-38,0,120.8,-1,-1,712,3,-2,-2,-1,0
2,7,0,28.4,1,0,529,2,0,-1,2,0
-4,0,0,10.8,1,1,1295,3,0,3,4,1
5,0,2,8.6,-1,1,151,-2,0,-1,-16,0
-2,-33,-1,47.2,1,1,-303,4,0,-1,-14,0
-1,36,0,19.0,1,-1,1217,0,0,-1,1,1
2,8,-1,37.8,-1,0,2039,4,1,-4,4,1
2,2,2,-17.4,-1,-1,383,0,0,3,3,1
-7,-32,3,21.0,-1,-1,-3872,-8,-3,-2,-59,0
-3,-16,-1,-17.6,-1,0,-1002,-1,0,-2,-3,1
0,10,0,-2.8,-1,-1,137,2,-1,1,0,1
-3,-10,-1,-2.6,-1,-1,-2360,-5,0,1,-4,0
-3,-3,-2,25.4,1,0,-1005,-1,-1,-2,-1,1
-7,1,-1,-16.8,-1,0,-1490,-5,-1,0,-3,0
-8,-21,-1,-6.2,-1,1,-1700,-2,-2,-1,-25,0
-3,26,0,71.4,1,1,-597,-2,0,-1,5,0
1,17,2,15.4,1,-1,2172,4,1,3,-3,1
-6,47,0,5.8,-1,0,-73,-4,1,0,-1,1
1,-16,0,74.2,1,0,-436,-1,0,4,-86,0
-1,-23,3,17.8,-1,0,-808,-2,0,5,-2,0
-10,-51,0,12.4,-1,0,-3362,-6,-1,0,-18,1
0,-47,-2,-18.0,-1,-1,-1647,-2,-1,13,-22,1
12,-27,2,46.0,1,0,546,3,0,-3,3,1
-1,-20,2,4.2,-1,-1,-415,1,-3,1,11,0
4,43,1,47.2,-1,0,3257,6,1,1,1,1
-6,-17,0,-23.2,1,-1,-1475,-3,-1,0,-3,0
4,7,1,26.6,1,0,867,2,0,0,1,0
12,1,0,-50.0,1,1,3374,8,0,0,5,0
2,-10,-2,-14.6,1,0,162,0,0,1,4,0
1,-39,0,-25.8,-1,-1,-1601,-2,-1,1,-5,0
1,-11,-1,-42.4,1,0,-1067,-2,-2,0,-4,0
1,9,0,-9.0,1,1,745,2,1,-2,123,1
5,-33,-2,-10.6,1,0,352,0,-1,2,2,1
2,36,3,14.0,1,0,3027,8,0,-1,89,1
-1,-12,0,-3.2,1,1,45,1,2,-1,-91,1
-1,3,0,11.2,1,0,456,1,0,-4,122,1
6,-22,3,38.8,1,0,1986,6,-1,0,5,1
-2,-11,2,12.8,1,0,797,3,0,1,-3,1
-3,17,2,14.2,-1,0,4,-1,0,0,20,1
-4,15,0,-14.6,-1,-1,-1489,-5,0,2,-5,1
-5,12,1,-32.8,-1,0,-59,-1,0,-1,-10,0
-7,21,0,93.4,1,0,-1871,-6,0,0,9,0
1,3,-2,-33.6,1,-1,-98,0,0,3,25,0
-5,-5,-1,17.4,1,-1,-1871,-4,-1,3,-1,0
-1,38,0,-5.0,-1,1,244,0,0,-2,0,1
8,5,0,45.8,1,-1,2086,5,2,-2,2,1
2,-28,0,-20.2,1,-1,-681,1,-1,-1,8,0
0,13,-1,-47.6,1,1,-114,0,0,2,17,0
7,47,3,18.0,-1,1,2242,1,0,5,-2,1
2,-8,-2,-1.2,1,0,550,1,0,2,-3,1
2,-14,-2,-22.8,1,-1,783,1,1,1,-127,0
2,24,-1,-62.6,1,1,1183,1,1,1,-23,0
9,-25,1,7.2,-1,1,1395,3,1,-2,17,1
5,18,-2,-0.6,1,1,2193,6,2,0,0,1
7,-13,0,-3.6,-1,0,1547,3,0,-3,-32,1
-3,-41,1,82.0,-1,0,-1607,-5,0,-3,2,1
-2,-21,2,-34.8,-1,1,-1006,-1,0,-2,-17,0
-1,8,-1,-1.6,1,0,-159,-2,2,1,-1,0
1,-21,1,4.0,1,-1,-533,2,-1,-1,-2,0
3,4,-3,-12.4,1,0,797,3,-1,-2,2,1
0,-1,1,-4.0,0,0,-16,0,0,0,-2,1
-1,5,1,-22.2,1,-1,-599,-1,-1,0,0,0
5,-18,0,6.8,1,-1,1289,5,0,0,-2,0
-2,64,-1,-121.0,-1,-1,2828,6,1,-7,-29,1
-7,4,-1,-42.0,-1,-1,-2711,-7,1,-1,-1,0
7,-27,3,-16.8,-1,-1,3103,7,1,0,13,1
0,-9,0,-11.2,1,0,313,1,1,-4,5,1
-2,-6,-1,-3.4,1,1,-301,1,1,-2,-2,1
-6,7,1,-35.0,-1,-1,-2923,-8,-1,-1,-9,0
-6,-6,0,13.4,1,0,-2447,-5,-4,-4,-63,0
3,-20,0,34.4,-1,0,232,2,-2,0,-8,1
-3,27,0,-33.8,1,0,-129,-1,1,-2,-4,1
1,-8,-1,-31.4,-1,-1,24,1,-1,0,-2,0
3,-2,0,4.0,-1,-1,199,0,0,-4,2,0
3,-8,-1,-46.4,1,-1,-1069,-2,-2,0,10,0
9,-1,2,17.2,1,1,1394,4,-3,5,9,0
1,-10,-1,18.8,1,0,-73,0,1,-1,1,0
-5,43,1,-14.8,-1,-1,38,-4,3,-1,-1,0
6,-11,-2,16.2,1,1,746,1,1,0,7,1
4,23,-1,-21.6,1,0,1834,5,1,-5,24,0
-5,-23,3,78.2,-1,-1,-2232,-5,0,1,-7,1
-1,11,1,32.4,1,0,-1057,-3,-1,-2,7,1
-2,22,0,-16.8,-1,0,-547,-2,1,-3,5,0
3,-19,1,90.2,1,0,247,2,0,3,-1,0
-1,-28,-1,-36.6,1,0,-1264,-2,0,4,123,0
8,78,0,-15.4,1,0,3713,5,1,0,-30,0
-2,-24,-1,-17.2,-1,0,-474,0,-1,-1,0,0
6,-27,1,10.0,-1,-1,1636,4,-1,4,-3,1
-6,-3,-2,38.2,1,-1,-159,-2,-1,2,-3,0
4,30,-2,2.4,1,0,2319,5,0,0,0,1
6,-20,-1,-28.0,1,0,169,2,0,0,82,0
9,-16,2,44.6,-1,0,591,2,0,-3,4,1
-3,7,0,-52.8,-1,-1,651,1,-1,-1,-1,1
7,-1,0,21.0,-1,-1,2509,5,1,2,-1,1
11,15,0,78.8,1,1,2224,5,1,1,-3,1
0,56,-1,36.6,1,-1,1919,1,1,0,359,0
2,9,3,6.2,1,-1,926,2,0,5,1,1
-1,0,0,60.4,-1,1,737,1,1,-1,5,1
-2,16,1,-40.8,1,0,945,4,2,0,-3,0
-6,-24,2,26.0,1,1,-2369,-4,0,-3,5,0
12,23,1,-95.2,-1,0,2138,5,1,1,2,0
-5,-54,-1,-20.0,-1,0,-2725,-4,-1,-1,1,0
-1,-10,-1,-11.6,1,0,-1257,-3,-1,-3,259,0
-3,22,1,-8.0,1,0,-30,1,0,0,0,1
-3,-4,-2,-19.6,-1,0,-1314,-3,0,1,-4,0
0,-6,1,-40.6,0,0,-102,0,0,-1,-1,0
2,-34,1,7.4,1,1,-761,1,-2,-1,2,0
4,9,-2,-42.4,-1,1,852,3,-2,3,1,1
20,75,-1,29.6,1,0,5501,8,1,-1,3,1
4,9,1,-44.2,-1,0,1371,2,-1,3,-85,1
1,-13,-1,37.4,-1,0,49,0,0,3,-1,0
-6,-22,3,33.8,1,1,-1470,-1,-5,1,-9,0
11,10,2,-4.4,1,-1,1701,5,1,-1,-1,1
-3,-13,-1,26.4,1,-1,-151,-1,-1,-3,-19,0
0,34,-2,-63.6,-1,0,-345,-2,1,0,-6,0
0,20,-2,-92.4,1,1,-160,-2,1,4,6,0
3,-5,1,62.2,-1,-1,-217,-1,0,0,1,0
3,-7,-1,-7.8,-1,-1,922,2,-1,-4,1,0
-5,7,-1,-76.4,-1,0,-1454,-4,4,-1,-2,0
-3,26,0,72.2,1,1,262,-1,0,2,-3,1
-8,-56,-2,0.6,-1,0,-4933,-11,-3,-1,-3,0
-3,10,0,-3.4,-1,1,625,1,1,0,-2,1
3,24,-1,5.6,1,0,336,2,-2,1,-24,1
2,-7,-1,-66.4,1,0,437,2,0,-1,-1,1
-5,-1,-2,43.6,-1,0,-1064,-3,0,-1,-5,0
-1,-44,-1,6.6,1,0,-1582,-1,-3,-2,11,0
0,-33,2,34.6,-1,-1,-1431,-3,0,3,-8,1
15,35,0,-34.0,1,0,3492,7,0,0,-97,1
-2,7,-1,62.6,-1,-1,1489,2,0,2,9,1
-2,-16,-1,-40.0,-1,0,-812,0,0,-1,-2,0
3,-32,-1,-42.8,-1,0,326,2,0,1,-6,0
8,3,1,-3.6,1,0,2694,8,2,0,-5,0
-7,-44,1,-15.6,1,0,-3866,-7,-1,-1,6,0
-2,-7,3,12.6,1,0,-99,-1,0,1,-5,1
8,0,-1,16.2,1,0,1634,5,0,4,-4,0
-13,-4,0,-24.2,-1,0,-3395,-7,-1,0,-93,1
0,-37,-1,-9.6,1,1,-1633,0,-2,0,-100,1
1,6,2,2.6,-1,0,-566,-2,-2,0,-19,1
2,44,-2,-3.4,-1,1,497,-1,0,0,-18,1
-11,30,0,-19.2,-1,0,-1551,-4,0,2,-19,0
-6,7,-1,15.0,1,0,-1781,-4,0,3,-3,0
-1,-40,-1,-34.6,-1,0,-321,0,-1,-1,-10,0
-9,16,2,49.2,-1,0,-1302,-3,0,1,23,1
-3,-31,1,-0.4,1,0,-532,0,0,-2,2,0
9,-14,0,-64.2,1,-1,3032,7,2,-4,-37,1
-2,-15,-2,9.0,1,0,-271,1,0,-1,1,1
-1,-47,0,2.0,-1,0,-1544,0,-5,-4,27,0
13,1,0,75.2,-1,0,2370,6,0,2,14,1
1,-14,-2,-24.2,1,0,-755,-2,1,1,-5,0
-10,-36,-1,-4.8,-1,-1,-4254,-10,-1,2,-6,0
-11,-2,-1,-9.2,-1,0,-3191,-8,-1,1,-17,1
9,19,-2,22.8,1,1,2752,5,1,-1,6,1
8,32,2,65.4,-1,0,2486,3,0,1,-2,1
2,-21,1,5.4,-1,-1,-1076,-2,-3,-4,-156,0
-5,6,1,-25.6,-1,0,-1972,-4,0,-2,-2,0
-2,0,0,10.6,1,0,-937,-3,-1,0,-1,0
-8,-11,2,100.8,1,0,-680,-1,1,2,-18,1
3,-14,1,-56.6,1,0,617,2,0,2,-2,1
-5,73,1,12.6,1,0,1535,1,0,1,1,1
0,24,1,-47.6,1,-1,957,2,-1,-3,100,1
1,11,-1,123.8,1,0,848,1,-1,-17,48,1
-4,29,-3,-110.8,1,-1,-107,-1,0,0,2,1
-8,-5,-1,-6.8,1,-1,-1597,-4,0,-3,-16,0
